follower_id,followee_id
0,66
0,69
0,75
0,81
0,192
0,205
0,243
0,440
0,587
0,617
0,643
0,689
0,700
0,866
0,910
0,923
0,945
0,995
1,147
1,172
1,216
1,234
1,273
1,279
1,395
1,404
1,422
1,465
1,481
1,491
1,579
1,611
1,678
1,745
1,752
1,785
1,792
1,864
2,0
2,150
2,166
2,264
2,316
2,326
2,360
2,398
2,436
2,460
2,506
2,681
2,724
2,747
2,953
2,966
3,57
3,72
3,124
3,366
3,456
3,477
3,628
3,691
3,796
3,898
3,905
4,16
4,73
4,112
4,141
4,199
4,238
4,273
4,313
4,361
4,458
4,488
4,501
4,592
4,787
4,798
5,31
5,86
5,154
5,164
5,212
5,363
5,371
5,400
5,401
5,412
5,491
5,583
5,652
5,712
5,724
5,734
5,783
5,954
6,88
6,165
6,166
6,245
6,289
6,368
6,397
6,444
6,484
6,496
6,509
6,577
6,594
6,633
6,639
6,641
6,654
6,715
6,719
6,737
6,766
6,804
7,4
7,10
7,59
7,95
7,145
7,156
7,159
7,224
7,282
7,288
7,435
7,436
7,446
7,568
7,574
7,585
7,602
7,610
7,648
7,661
7,785
7,832
7,957
7,986
8,39
8,142
8,150
8,166
8,221
8,320
8,358
8,437
8,507
8,517
8,518
8,657
8,691
8,719
8,723
8,734
8,797
8,801
8,805
8,870
8,897
8,942
9,68
9,152
9,236
9,283
9,313
9,336
9,360
9,369
9,394
9,395
9,432
9,532
9,534
9,582
9,633
9,746
9,911
9,975
10,30
10,133
10,230
10,238
10,269
10,280
10,302
10,368
10,401
10,414
10,422
10,490
10,541
10,638
10,706
10,736
10,966
11,7
11,53
11,185
11,204
11,228
11,238
11,292
11,342
11,505
11,539
11,661
11,796
11,798
11,801
11,909
11,941
11,969
12,81
12,92
12,257
12,385
12,392
12,410
12,482
12,486
12,490
12,499
12,655
12,937
13,38
13,54
13,84
13,128
13,147
13,148
13,197
13,206
13,221
13,254
13,391
13,420
13,448
13,494
13,496
13,530
13,597
13,603
13,739
13,748
13,806
13,906
14,38
14,55
14,130
14,132
14,207
14,250
14,367
14,413
14,414
14,508
14,568
14,654
14,672
14,681
14,770
14,845
14,872
14,880
14,989
15,4
15,109
15,184
15,229
15,290
15,353
15,406
15,427
15,439
15,455
15,498
15,505
15,507
15,518
15,555
15,634
15,707
15,715
15,739
15,757
15,876
15,952
15,965
16,62
16,80
16,99
16,121
16,197
16,227
16,239
16,328
16,334
16,391
16,417
16,456
16,730
16,759
16,765
16,768
16,875
17,58
17,78
17,91
17,104
17,256
17,303
17,330
17,380
17,437
17,493
17,500
17,582
17,599
17,866
17,930
17,987
17,999
18,11
18,152
18,235
18,255
18,275
18,297
18,300
18,529
18,654
18,668
18,706
18,792
18,822
18,976
19,30
19,202
19,241
19,247
19,279
19,423
19,462
19,471
19,616
19,657
19,697
19,702
19,755
19,764
19,781
20,216
20,245
20,270
20,349
20,356
20,370
20,417
20,422
20,500
20,550
20,565
20,577
20,594
20,620
20,636
20,696
20,703
20,721
20,798
20,834
20,878
20,909
20,917
21,59
21,96
21,186
21,226
21,385
21,476
21,528
21,553
21,668
21,685
21,712
21,759
21,795
21,867
21,925
22,12
22,70
22,86
22,250
22,498
22,622
22,676
22,693
22,749
22,784
22,826
22,924
22,977
23,69
23,72
23,115
23,120
23,179
23,189
23,203
23,287
23,364
23,416
23,419
23,460
23,512
23,596
23,635
23,684
23,721
23,772
23,833
23,882
23,904
24,25
24,45
24,49
24,60
24,66
24,208
24,248
24,329
24,432
24,449
24,476
24,490
24,522
24,605
24,630
24,669
24,696
24,865
25,19
25,110
25,125
25,222
25,256
25,342
25,433
25,460
25,486
25,493
25,540
25,560
25,611
25,643
25,678
25,697
25,933
26,15
26,131
26,193
26,251
26,303
26,314
26,398
26,461
26,493
26,710
26,770
26,794
26,849
26,910
26,991
27,17
27,92
27,106
27,180
27,228
27,252
27,288
27,448
27,462
27,593
27,598
27,656
27,673
27,692
27,751
27,757
27,777
27,784
27,798
27,809
28,59
28,94
28,98
28,132
28,166
28,225
28,233
28,271
28,327
28,376
28,463
28,504
28,597
28,619
28,655
28,705
28,764
28,960
29,54
29,68
29,69
29,110
29,117
29,165
29,211
29,225
29,324
29,346
29,403
29,428
29,476
29,485
29,516
29,519
29,523
29,705
29,733
29,735
29,764
29,900
29,932
30,47
30,90
30,100
30,131
30,143
30,166
30,297
30,310
30,311
30,324
30,367
30,462
30,488
30,749
30,838
31,24
31,60
31,80
31,90
31,123
31,137
31,201
31,222
31,227
31,237
31,247
31,301
31,318
31,321
31,328
31,382
31,429
31,461
31,507
31,642
31,868
32,5
32,43
32,47
32,81
32,136
32,446
32,472
32,477
32,505
32,557
32,683
32,980
33,1
33,7
33,12
33,31
33,126
33,349
33,357
33,386
33,445
33,518
33,540
33,563
33,593
33,596
33,660
33,665
33,698
33,770
33,787
33,790
33,877
33,960
33,993
34,80
34,133
34,179
34,185
34,293
34,304
34,317
34,335
34,480
34,511
34,905
35,38
35,178
35,206
35,365
35,403
35,585
35,592
35,624
35,654
35,674
35,749
35,799
35,938
36,37
36,48
36,71
36,148
36,175
36,587
36,590
36,647
36,678
36,733
36,857
36,918
36,945
37,66
37,87
37,167
37,252
37,280
37,476
37,548
37,589
37,726
37,776
37,977
37,980
37,992
38,12
38,160
38,269
38,361
38,546
38,586
38,621
38,693
38,898
39,26
39,72
39,80
39,109
39,165
39,199
39,275
39,276
39,332
39,429
39,437
39,496
39,512
39,559
39,610
39,718
39,824
39,841
39,874
39,947
40,37
40,91
40,125
40,243
40,259
40,294
40,313
40,321
40,340
40,366
40,378
40,529
40,553
40,597
40,757
40,894
41,60
41,172
41,207
41,214
41,275
41,300
41,387
41,407
41,417
41,446
41,477
41,597
41,634
41,666
41,667
41,687
41,721
41,738
41,753
41,775
41,782
41,932
41,977
41,989
42,37
42,97
42,119
42,124
42,296
42,305
42,376
42,419
42,420
42,477
42,496
42,559
42,668
43,18
43,22
43,100
43,170
43,172
43,191
43,304
43,354
43,387
43,535
43,564
43,641
43,659
43,700
43,725
43,886
43,944
43,951
44,51
44,88
44,165
44,200
44,276
44,387
44,423
44,425
44,460
44,479
44,595
44,626
44,628
44,716
44,731
44,781
44,816
44,960
44,992
45,15
45,102
45,131
45,270
45,290
45,311
45,348
45,434
45,440
45,555
45,602
45,626
45,769
45,772
45,821
45,826
45,900
45,973
46,114
46,225
46,328
46,566
46,583
46,590
46,615
46,704
46,771
46,851
46,874
47,56
47,198
47,256
47,260
47,266
47,290
47,340
47,344
47,379
47,578
47,685
47,745
47,767
48,24
48,26
48,85
48,97
48,159
48,236
48,252
48,276
48,304
48,311
48,328
48,336
48,341
48,378
48,421
48,496
48,679
48,762
48,779
49,88
49,146
49,201
49,235
49,322
49,326
49,472
49,537
49,573
49,627
49,637
49,644
49,687
49,696
49,818
49,930
50,57
50,75
50,86
50,163
50,175
50,187
50,208
50,210
50,262
50,272
50,287
50,355
50,469
50,497
50,525
50,531
50,544
50,609
50,622
50,649
50,688
50,740
50,784
50,889
50,996
51,15
51,253
51,287
51,295
51,358
51,422
51,428
51,480
51,510
51,516
51,727
51,918
52,125
52,134
52,223
52,243
52,268
52,296
52,467
52,484
52,529
52,531
52,603
52,630
52,646
52,659
52,743
52,757
52,766
52,885
52,933
52,963
53,89
53,149
53,186
53,225
53,230
53,312
53,318
53,339
53,445
53,564
53,567
53,568
53,588
53,671
53,694
53,700
53,830
53,886
53,888
53,945
54,84
54,187
54,282
54,296
54,303
54,307
54,311
54,435
54,441
54,535
54,585
54,702
54,755
54,782
54,808
54,909
54,922
54,950
54,970
55,26
55,170
55,216
55,500
55,563
55,625
55,734
55,759
55,910
55,913
55,937
56,125
56,142
56,181
56,188
56,201
56,206
56,409
56,410
56,644
56,672
56,784
56,975
57,0
57,21
57,30
57,60
57,81
57,128
57,174
57,182
57,197
57,264
57,272
57,312
57,334
57,340
57,423
57,428
57,429
57,469
57,480
57,590
57,616
57,693
57,739
57,785
57,819
57,972
57,983
57,988
58,13
58,21
58,144
58,168
58,262
58,267
58,289
58,313
58,319
58,370
58,407
58,524
58,550
58,552
58,576
58,629
58,710
58,815
58,841
58,937
59,53
59,108
59,137
59,171
59,203
59,345
59,368
59,488
59,511
59,579
59,583
59,622
59,630
59,741
59,742
59,913
59,934
60,29
60,34
60,81
60,90
60,106
60,233
60,289
60,319
60,336
60,374
60,413
60,472
60,596
60,598
60,616
60,638
60,654
60,694
60,780
60,984
61,106
61,189
61,195
61,217
61,258
61,324
61,332
61,488
61,535
61,545
61,692
61,701
61,755
61,768
61,807
61,898
61,914
61,960
62,89
62,119
62,199
62,233
62,274
62,275
62,334
62,367
62,369
62,413
62,446
62,471
62,585
62,627
62,666
62,693
62,745
62,761
62,845
62,962
62,971
62,975
62,996
63,0
63,52
63,181
63,291
63,345
63,442
63,450
63,522
63,633
63,645
63,710
63,731
63,760
63,774
63,825
63,912
63,918
64,14
64,27
64,134
64,171
64,352
64,379
64,426
64,468
64,474
64,527
64,529
64,656
64,674
64,687
64,757
65,27
65,43
65,216
65,255
65,267
65,462
65,484
65,535
65,650
65,664
65,786
65,809
65,848
65,858
66,137
66,155
66,169
66,173
66,196
66,199
66,218
66,274
66,282
66,504
66,571
66,672
66,673
66,712
66,761
66,868
67,17
67,72
67,81
67,171
67,208
67,213
67,288
67,329
67,370
67,378
67,408
67,480
67,619
67,649
67,741
67,830
67,941
68,15
68,22
68,48
68,84
68,247
68,335
68,341
68,352
68,538
68,639
68,661
68,690
68,723
68,735
68,836
68,854
68,957
68,963
68,975
69,40
69,146
69,158
69,278
69,518
69,519
69,533
69,574
69,612
69,683
69,694
69,722
69,741
69,920
69,931
70,42
70,82
70,84
70,113
70,171
70,177
70,184
70,204
70,211
70,214
70,229
70,367
70,434
70,465
70,468
70,565
70,567
70,600
70,634
70,864
70,871
71,110
71,196
71,206
71,294
71,299
71,300
71,345
71,355
71,359
71,415
71,484
71,657
71,665
71,724
71,778
71,794
71,887
71,888
71,924
72,201
72,233
72,280
72,306
72,330
72,380
72,394
72,558
72,569
72,646
72,712
72,744
72,758
72,807
73,124
73,195
73,227
73,404
73,459
73,474
73,516
73,534
73,619
73,620
73,636
73,708
73,730
73,745
73,812
73,960
74,6
74,136
74,147
74,257
74,259
74,308
74,341
74,376
74,444
74,464
74,584
74,715
74,763
74,889
74,925
74,943
74,960
74,978
75,8
75,27
75,43
75,61
75,80
75,176
75,252
75,264
75,271
75,274
75,278
75,301
75,441
75,476
75,516
75,617
75,778
75,889
76,79
76,136
76,162
76,166
76,177
76,191
76,221
76,315
76,402
76,467
76,475
76,508
76,521
76,537
76,691
76,706
76,711
76,746
76,754
76,768
76,784
76,787
76,791
76,876
76,895
76,912
77,37
77,53
77,138
77,139
77,219
77,225
77,248
77,279
77,387
77,432
77,436
77,465
77,653
77,782
77,784
77,848
77,874
77,875
77,949
77,952
77,954
77,971
78,31
78,89
78,94
78,117
78,149
78,150
78,184
78,255
78,288
78,325
78,331
78,361
78,393
78,482
78,517
78,602
78,604
78,656
78,699
78,740
78,770
78,937
79,5
79,51
79,130
79,153
79,219
79,229
79,232
79,332
79,539
79,559
79,653
79,672
79,750
79,794
79,967
79,983
80,0
80,2
80,34
80,71
80,114
80,136
80,218
80,260
80,347
80,368
80,416
80,454
80,535
80,606
80,786
80,804
80,913
81,2
81,88
81,254
81,263
81,290
81,369
81,398
81,449
81,519
81,558
81,589
81,640
81,655
81,719
81,732
81,776
81,785
82,8
82,362
82,444
82,480
82,486
82,534
82,638
82,676
82,685
82,714
82,747
82,775
82,821
82,833
82,866
82,914
83,7
83,43
83,144
83,260
83,361
83,383
83,401
83,543
83,602
83,631
83,687
83,806
83,837
83,979
84,32
84,204
84,297
84,342
84,382
84,423
84,502
84,505
84,563
84,630
84,664
84,751
84,752
84,910
84,935
85,41
85,79
85,100
85,115
85,151
85,173
85,211
85,226
85,246
85,324
85,366
85,421
85,440
85,457
85,554
85,596
85,625
85,706
85,724
85,917
86,12
86,50
86,84
86,92
86,132
86,167
86,168
86,285
86,296
86,315
86,336
86,433
86,496
86,568
86,642
86,744
86,754
86,859
86,876
87,22
87,93
87,125
87,220
87,239
87,311
87,533
87,547
87,576
87,637
87,689
87,747
87,882
87,975
88,7
88,17
88,30
88,36
88,52
88,350
88,644
88,663
88,705
88,757
88,780
88,879
88,997
89,2
89,109
89,116
89,130
89,197
89,228
89,242
89,310
89,316
89,433
89,485
89,531
89,537
89,557
89,613
89,651
89,700
89,783
89,789
89,896
89,913
90,77
90,139
90,168
90,406
90,540
90,620
90,656
90,689
90,781
90,842
90,885
91,15
91,141
91,212
91,260
91,424
91,436
91,477
91,480
91,485
91,532
91,583
91,743
91,783
91,806
91,891
91,919
92,58
92,206
92,245
92,279
92,511
92,521
92,523
92,529
92,594
92,597
92,622
92,629
92,637
92,674
92,692
92,764
92,915
92,936
92,973
93,37
93,71
93,101
93,252
93,254
93,283
93,368
93,536
93,551
93,654
93,675
93,753
93,993
94,152
94,158
94,287
94,361
94,409
94,525
94,553
94,641
94,825
94,927
94,934
95,3
95,4
95,88
95,90
95,153
95,199
95,237
95,316
95,324
95,371
95,437
95,449
95,551
95,640
95,794
95,927
96,52
96,135
96,143
96,195
96,277
96,322
96,389
96,414
96,538
96,575
96,579
96,598
96,772
96,806
96,871
96,890
96,981
97,32
97,43
97,47
97,57
97,141
97,168
97,343
97,357
97,379
97,426
97,476
97,500
97,512
97,536
97,601
97,645
97,755
97,902
98,27
98,35
98,54
98,88
98,120
98,146
98,187
98,245
98,267
98,343
98,354
98,395
98,396
98,400
98,457
98,545
98,667
98,831
98,839
98,888
98,917
98,931
99,56
99,59
99,145
99,371
99,448
99,482
99,501
99,539
99,662
99,681
99,714
99,960
100,32
100,48
100,62
100,115
100,119
100,177
100,186
100,217
100,272
100,311
100,414
100,492
100,580
100,737
100,968
101,11
101,76
101,77
101,172
101,200
101,223
101,239
101,325
101,339
101,426
101,429
101,459
101,597
101,620
101,645
101,668
101,706
101,736
101,737
101,840
101,895
101,960
102,10
102,40
102,53
102,115
102,120
102,138
102,217
102,225
102,230
102,278
102,347
102,357
102,420
102,436
102,458
102,514
102,529
102,550
102,597
102,749
102,782
102,905
102,923
103,0
103,58
103,76
103,101
103,148
103,171
103,191
103,231
103,307
103,351
103,552
103,610
103,631
103,633
103,710
103,782
103,816
103,834
103,874
103,922
103,974
104,41
104,96
104,115
104,192
104,322
104,400
104,437
104,478
104,641
104,811
105,38
105,175
105,312
105,446
105,468
105,479
105,492
105,919
106,64
106,153
106,213
106,218
106,258
106,262
106,288
106,298
106,305
106,474
106,489
106,508
106,576
106,636
106,700
106,747
106,792
106,952
106,975
107,31
107,89
107,170
107,192
107,227
107,239
107,267
107,282
107,309
107,311
107,400
107,494
107,537
107,622
107,707
107,743
107,873
107,930
107,957
108,34
108,53
108,109
108,178
108,199
108,245
108,285
108,307
108,314
108,362
108,532
108,535
108,579
108,773
108,867
108,881
108,908
108,925
109,1
109,56
109,98
109,121
109,175
109,207
109,303
109,329
109,364
109,371
109,406
109,481
109,516
109,520
109,859
109,878
109,931
110,28
110,43
110,78
110,84
110,136
110,167
110,212
110,283
110,349
110,398
110,449
110,514
111,20
111,85
111,95
111,191
111,264
111,268
111,507
111,533
111,541
111,543
111,565
111,630
111,632
111,636
111,693
111,697
111,705
112,23
112,63
112,99
112,302
112,310
112,327
112,484
112,550
112,577
112,720
112,749
112,767
112,780
112,825
112,903
112,954
113,92
113,224
113,226
113,352
113,369
113,410
113,430
113,560
113,566
113,689
113,772
113,789
113,803
113,825
113,915
114,85
114,238
114,257
114,264
114,311
114,326
114,358
114,431
114,497
114,506
114,571
114,620
114,637
114,694
114,718
114,727
114,770
114,775
114,800
114,816
114,862
114,922
114,991
114,997
115,93
115,121
115,161
115,209
115,232
115,233
115,235
115,239
115,280
115,380
115,429
115,433
115,441
115,514
115,533
115,539
115,575
115,610
115,713
115,846
115,854
115,897
115,904
116,27
116,41
116,124
116,130
116,191
